,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
13689,Female,Loyal Customer,26,Business travel,Business,229,5,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0.0,satisfied
13690,Female,disloyal Customer,23,Business travel,Eco,622,0,2,0,4,5,0,5,5,3,2,4,4,4,5,0,0.0,satisfied
13691,Male,disloyal Customer,38,Business travel,Business,255,4,4,4,2,4,4,1,4,5,4,5,5,4,4,0,0.0,satisfied
13692,Male,Loyal Customer,47,Personal Travel,Eco Plus,705,2,4,2,2,2,2,5,2,5,2,4,4,4,2,0,0.0,neutral or dissatisfied
13693,Male,Loyal Customer,26,Personal Travel,Eco,867,5,1,5,4,3,5,4,3,1,5,4,3,4,3,0,0.0,satisfied
13694,Female,disloyal Customer,43,Business travel,Eco,604,2,1,2,4,5,2,5,5,3,2,4,3,4,5,12,10.0,neutral or dissatisfied
13695,Female,Loyal Customer,42,Business travel,Business,3871,1,1,1,1,2,4,2,4,4,4,4,1,4,5,5,6.0,satisfied
13696,Male,Loyal Customer,51,Personal Travel,Eco,748,2,4,2,3,3,2,3,3,4,4,1,4,1,3,34,6.0,neutral or dissatisfied
13697,Female,Loyal Customer,40,Personal Travel,Eco,604,1,4,1,5,2,1,2,2,2,2,5,3,1,2,0,0.0,neutral or dissatisfied
13698,Female,Loyal Customer,60,Business travel,Business,1893,1,1,1,1,4,5,4,4,4,4,4,3,4,4,82,69.0,satisfied
13699,Female,Loyal Customer,50,Business travel,Business,1325,4,5,1,5,5,3,4,4,4,3,4,3,4,2,0,0.0,neutral or dissatisfied
13700,Female,Loyal Customer,42,Business travel,Business,2704,3,3,3,3,4,4,4,4,4,3,5,4,4,4,149,134.0,satisfied
13701,Male,Loyal Customer,65,Personal Travel,Eco Plus,204,2,5,2,2,1,2,1,1,2,3,1,1,3,1,0,0.0,neutral or dissatisfied
13702,Female,disloyal Customer,47,Business travel,Eco Plus,1201,3,2,2,2,4,3,4,4,2,4,4,5,2,4,0,0.0,neutral or dissatisfied
13703,Male,Loyal Customer,64,Business travel,Business,3641,1,1,1,1,5,5,5,2,2,3,2,5,1,5,92,90.0,satisfied
13704,Female,disloyal Customer,22,Business travel,Eco,669,1,0,1,4,2,1,5,2,4,3,5,1,5,2,0,0.0,neutral or dissatisfied
13705,Male,Loyal Customer,41,Business travel,Eco,427,4,5,5,5,4,4,4,5,1,5,3,4,5,4,239,245.0,satisfied
13706,Male,Loyal Customer,27,Business travel,Business,2084,4,4,4,4,5,5,5,5,4,2,2,1,3,5,0,0.0,satisfied
13707,Male,Loyal Customer,16,Personal Travel,Eco,102,5,4,5,4,5,5,5,5,5,4,5,5,4,5,4,0.0,satisfied
13708,Male,Loyal Customer,44,Business travel,Business,3015,5,5,5,5,2,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
13709,Female,Loyal Customer,58,Business travel,Business,153,2,2,2,2,2,2,5,5,5,5,4,3,5,4,0,0.0,satisfied
13710,Female,Loyal Customer,52,Personal Travel,Eco,588,1,4,1,2,2,5,5,3,3,1,3,4,3,5,102,87.0,neutral or dissatisfied
13711,Female,Loyal Customer,31,Business travel,Eco Plus,1107,5,5,5,5,5,5,5,5,2,3,1,2,5,5,0,0.0,satisfied
13712,Male,disloyal Customer,28,Business travel,Business,2586,4,4,4,3,2,4,2,2,3,3,3,3,4,2,0,0.0,neutral or dissatisfied
13713,Female,Loyal Customer,64,Personal Travel,Eco,534,3,1,2,4,2,4,4,3,3,2,3,1,3,2,2,0.0,neutral or dissatisfied
13714,Male,Loyal Customer,38,Business travel,Eco,216,2,4,4,4,2,2,2,2,2,3,3,1,4,2,0,0.0,neutral or dissatisfied
13715,Male,disloyal Customer,55,Business travel,Business,102,1,1,1,4,3,1,3,3,5,5,4,5,5,3,0,0.0,neutral or dissatisfied
13716,Female,Loyal Customer,56,Business travel,Business,3957,0,0,0,2,1,2,4,3,3,3,3,2,3,3,72,86.0,satisfied
13717,Male,disloyal Customer,23,Business travel,Eco,782,4,4,4,4,1,4,5,1,3,4,2,3,2,1,0,0.0,satisfied
13718,Male,Loyal Customer,54,Personal Travel,Eco,1814,1,4,2,5,4,2,4,4,5,5,5,4,4,4,85,62.0,neutral or dissatisfied
13719,Female,Loyal Customer,37,Personal Travel,Eco,204,4,5,4,2,1,4,1,1,2,3,1,3,1,1,0,0.0,neutral or dissatisfied
13720,Female,Loyal Customer,67,Personal Travel,Eco,594,1,5,1,1,3,4,4,2,2,1,2,5,2,3,2,42.0,neutral or dissatisfied
13721,Male,Loyal Customer,30,Business travel,Business,1946,4,4,4,4,4,4,4,4,4,4,4,3,5,4,0,0.0,satisfied
13722,Male,Loyal Customer,52,Business travel,Eco Plus,2402,5,3,5,5,5,5,5,5,3,3,1,5,3,5,1,0.0,satisfied
13723,Female,disloyal Customer,26,Business travel,Eco,1034,2,2,2,1,3,2,1,3,2,4,3,1,5,3,1,0.0,neutral or dissatisfied
13724,Female,Loyal Customer,7,Business travel,Business,3945,2,4,3,4,2,2,2,2,4,2,4,2,3,2,0,0.0,neutral or dissatisfied
13725,Female,disloyal Customer,37,Business travel,Eco,680,2,2,2,3,4,2,4,4,2,1,4,1,3,4,27,10.0,neutral or dissatisfied
13726,Male,Loyal Customer,42,Business travel,Business,2902,4,4,4,4,4,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
13727,Female,disloyal Customer,25,Business travel,Eco,406,3,0,3,1,3,3,2,3,3,1,2,1,5,3,0,5.0,neutral or dissatisfied
13728,Female,Loyal Customer,48,Personal Travel,Eco,1149,3,5,3,2,2,4,5,1,1,3,1,5,1,3,16,9.0,neutral or dissatisfied
13729,Male,Loyal Customer,35,Business travel,Business,1504,2,1,1,1,2,3,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
13730,Male,Loyal Customer,44,Business travel,Business,2497,2,2,2,2,5,4,5,4,4,5,4,4,4,3,0,0.0,satisfied
13731,Female,Loyal Customer,65,Personal Travel,Eco,157,2,1,2,3,4,3,2,2,2,2,2,2,2,2,0,7.0,neutral or dissatisfied
13732,Male,Loyal Customer,57,Business travel,Business,1851,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
13733,Female,Loyal Customer,44,Business travel,Business,2181,4,4,5,4,2,5,5,5,5,5,5,5,5,4,43,23.0,satisfied
13734,Male,Loyal Customer,67,Personal Travel,Eco,581,2,5,2,1,1,2,1,1,5,4,5,5,4,1,0,0.0,neutral or dissatisfied
13735,Female,Loyal Customer,60,Personal Travel,Eco,760,2,5,2,2,5,4,5,4,4,2,4,4,4,3,61,56.0,neutral or dissatisfied
13736,Male,disloyal Customer,29,Business travel,Business,2106,2,2,2,4,4,2,4,4,2,3,4,2,3,4,6,0.0,neutral or dissatisfied
13737,Male,Loyal Customer,34,Personal Travel,Eco,1162,2,5,2,3,3,2,3,3,4,2,4,3,4,3,3,7.0,neutral or dissatisfied
13738,Male,Loyal Customer,52,Business travel,Business,2992,3,3,3,3,4,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
13739,Female,Loyal Customer,21,Business travel,Business,1095,5,5,5,5,4,5,4,4,3,4,5,5,5,4,9,0.0,satisfied
13740,Male,disloyal Customer,23,Business travel,Eco,528,1,5,1,2,2,1,2,2,2,5,2,4,1,2,9,6.0,neutral or dissatisfied
13741,Male,Loyal Customer,62,Business travel,Business,130,1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
13742,Female,Loyal Customer,29,Business travel,Business,992,5,5,5,5,5,5,5,5,4,2,4,4,5,5,4,1.0,satisfied
13743,Female,Loyal Customer,69,Personal Travel,Eco,946,3,2,3,3,2,3,3,2,2,3,2,2,2,2,0,5.0,neutral or dissatisfied
13744,Female,Loyal Customer,44,Business travel,Business,2812,2,2,2,2,3,4,4,5,5,5,5,4,5,4,0,30.0,satisfied
13745,Male,Loyal Customer,38,Business travel,Business,562,3,3,3,3,2,1,2,3,3,2,3,2,3,2,44,36.0,neutral or dissatisfied
13746,Male,Loyal Customer,51,Business travel,Business,917,2,4,2,2,2,3,3,4,4,5,4,3,4,5,0,0.0,satisfied
13747,Female,Loyal Customer,55,Business travel,Eco,1747,2,4,4,4,5,2,3,2,2,2,2,4,2,1,112,124.0,neutral or dissatisfied
13748,Female,Loyal Customer,57,Business travel,Eco,432,4,2,2,2,1,2,2,4,4,4,4,3,4,3,0,0.0,satisfied
13749,Male,Loyal Customer,18,Personal Travel,Eco,853,3,1,3,2,1,3,1,1,1,3,2,2,2,1,0,0.0,neutral or dissatisfied
13750,Female,Loyal Customer,56,Business travel,Business,2378,2,3,3,3,4,3,3,2,2,2,2,2,2,1,0,44.0,neutral or dissatisfied
13751,Male,Loyal Customer,33,Business travel,Eco,196,0,0,0,3,5,0,5,5,4,4,4,2,4,5,6,0.0,satisfied
13752,Female,Loyal Customer,22,Personal Travel,Eco,1009,3,2,3,4,4,3,2,4,3,4,4,3,3,4,0,0.0,neutral or dissatisfied
13753,Male,disloyal Customer,21,Business travel,Eco,268,3,1,3,2,3,3,3,3,3,1,2,3,2,3,0,0.0,neutral or dissatisfied
13754,Male,Loyal Customer,35,Personal Travel,Eco Plus,2381,3,4,3,4,1,3,1,1,3,3,3,4,5,1,5,0.0,neutral or dissatisfied
13755,Female,Loyal Customer,58,Personal Travel,Eco,519,5,3,5,3,3,1,3,4,4,5,4,1,4,1,3,0.0,satisfied
13756,Female,Loyal Customer,57,Personal Travel,Eco,440,3,5,4,3,1,2,2,1,1,4,1,2,1,2,0,0.0,neutral or dissatisfied
13757,Male,Loyal Customer,45,Business travel,Business,1875,2,2,2,2,4,5,5,4,4,4,4,3,4,5,0,7.0,satisfied
13758,Male,Loyal Customer,52,Personal Travel,Eco,1310,3,5,3,4,5,3,5,5,5,3,4,4,5,5,39,28.0,neutral or dissatisfied
13759,Male,Loyal Customer,30,Personal Travel,Eco,413,4,4,4,2,4,4,4,4,4,2,4,3,4,4,0,0.0,neutral or dissatisfied
13760,Male,Loyal Customer,41,Business travel,Business,2626,3,3,3,3,5,5,5,4,4,4,4,3,4,3,51,42.0,satisfied
13761,Male,Loyal Customer,55,Business travel,Business,412,2,2,2,2,4,5,2,5,5,4,5,3,5,3,25,2.0,satisfied
13762,Female,Loyal Customer,45,Business travel,Business,325,0,0,0,1,3,4,3,3,3,3,3,1,3,1,13,9.0,satisfied
13763,Male,Loyal Customer,40,Business travel,Business,643,1,1,1,1,5,5,3,3,3,3,3,5,3,1,0,5.0,satisfied
13764,Female,Loyal Customer,77,Business travel,Business,3405,3,5,5,5,4,4,3,3,3,4,3,4,3,1,0,4.0,neutral or dissatisfied
13765,Male,Loyal Customer,43,Personal Travel,Eco,944,2,4,1,2,1,1,5,1,3,4,1,5,3,1,0,0.0,neutral or dissatisfied
13766,Female,Loyal Customer,63,Personal Travel,Business,282,3,4,4,2,5,5,3,1,1,4,1,5,1,1,0,0.0,neutral or dissatisfied
13767,Male,Loyal Customer,37,Business travel,Eco Plus,541,1,5,5,5,1,1,1,1,2,5,3,1,4,1,11,9.0,neutral or dissatisfied
13768,Male,Loyal Customer,25,Business travel,Business,700,2,2,2,2,2,2,2,2,3,5,3,1,3,2,71,61.0,neutral or dissatisfied
13769,Male,Loyal Customer,64,Personal Travel,Eco,453,0,1,0,2,5,0,3,5,4,4,2,3,2,5,0,0.0,satisfied
13770,Female,Loyal Customer,33,Business travel,Business,2406,4,4,4,4,5,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
13771,Male,Loyal Customer,57,Business travel,Eco Plus,216,2,5,5,5,2,2,2,2,1,4,4,1,4,2,1,0.0,neutral or dissatisfied
13772,Female,Loyal Customer,13,Personal Travel,Eco,1107,4,2,3,3,5,3,4,5,2,3,3,1,4,5,0,0.0,satisfied
13773,Male,Loyal Customer,35,Personal Travel,Eco,1121,4,4,4,3,2,4,2,2,5,4,4,5,4,2,40,38.0,neutral or dissatisfied
13774,Male,Loyal Customer,13,Personal Travel,Eco,386,3,3,1,2,5,1,5,5,4,5,4,5,1,5,0,0.0,neutral or dissatisfied
13775,Female,Loyal Customer,53,Business travel,Eco,282,4,2,2,2,2,2,5,4,4,4,4,1,4,5,0,0.0,satisfied
13776,Male,Loyal Customer,41,Business travel,Business,2228,3,3,3,3,5,5,5,4,4,4,4,5,4,4,13,21.0,satisfied
13777,Female,Loyal Customer,40,Business travel,Eco,862,3,5,5,5,3,3,3,3,4,3,3,2,3,3,52,54.0,neutral or dissatisfied
13778,Male,disloyal Customer,10,Business travel,Eco,515,3,0,3,1,4,3,4,4,4,2,4,4,4,4,0,0.0,neutral or dissatisfied
13779,Female,Loyal Customer,59,Business travel,Eco,785,3,2,2,2,5,3,3,3,3,3,3,4,3,1,3,31.0,neutral or dissatisfied
13780,Female,disloyal Customer,22,Business travel,Eco,323,2,3,3,3,2,3,2,2,1,2,4,3,3,2,20,20.0,neutral or dissatisfied
13781,Female,Loyal Customer,43,Business travel,Business,2176,3,3,4,3,4,2,3,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
13782,Female,Loyal Customer,45,Business travel,Business,2089,4,4,4,4,5,5,5,5,5,5,5,3,5,5,7,7.0,satisfied
13783,Female,Loyal Customer,57,Business travel,Business,2072,5,5,5,5,4,3,5,5,5,5,5,3,5,4,0,1.0,satisfied
13784,Male,disloyal Customer,26,Business travel,Business,484,4,4,4,4,4,4,4,4,4,5,4,4,5,4,0,0.0,neutral or dissatisfied
13785,Male,Loyal Customer,36,Business travel,Eco,190,5,5,5,5,5,4,5,5,2,5,3,3,4,5,11,13.0,neutral or dissatisfied
13786,Female,Loyal Customer,53,Personal Travel,Eco Plus,764,4,4,4,3,2,4,5,3,3,4,3,5,3,5,11,26.0,neutral or dissatisfied
13787,Male,Loyal Customer,64,Personal Travel,Eco,1464,3,4,4,1,3,4,3,3,4,4,4,5,4,3,0,0.0,neutral or dissatisfied
13788,Female,Loyal Customer,30,Business travel,Business,366,1,2,4,4,1,1,1,1,1,1,3,2,4,1,0,0.0,neutral or dissatisfied
13789,Female,Loyal Customer,26,Personal Travel,Eco,300,2,4,2,3,3,2,3,3,3,2,4,4,4,3,0,0.0,neutral or dissatisfied
13790,Female,Loyal Customer,58,Business travel,Business,1846,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0.0,satisfied
13791,Male,Loyal Customer,29,Business travel,Business,3845,3,2,2,2,3,3,3,3,1,4,4,2,4,3,2,8.0,neutral or dissatisfied
13792,Female,Loyal Customer,43,Business travel,Business,2548,4,5,4,4,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
13793,Male,Loyal Customer,44,Personal Travel,Eco,1091,3,2,3,4,2,3,1,2,3,3,4,1,4,2,0,0.0,neutral or dissatisfied
13794,Female,Loyal Customer,34,Business travel,Eco,861,2,5,5,5,2,2,2,2,2,2,4,1,3,2,0,7.0,neutral or dissatisfied
13795,Male,Loyal Customer,29,Business travel,Business,1566,1,1,4,1,3,4,3,3,5,4,5,5,5,3,0,0.0,satisfied
13796,Female,disloyal Customer,38,Business travel,Eco,224,1,2,0,3,3,0,2,3,3,3,3,2,3,3,0,2.0,neutral or dissatisfied
13797,Female,Loyal Customer,39,Personal Travel,Eco Plus,738,4,5,4,4,5,4,5,5,4,3,4,4,5,5,0,5.0,neutral or dissatisfied
13798,Female,disloyal Customer,27,Business travel,Business,544,2,2,2,4,3,2,3,3,1,4,4,3,4,3,0,0.0,neutral or dissatisfied
13799,Female,disloyal Customer,49,Business travel,Business,731,2,1,1,2,1,2,1,1,3,5,5,4,4,1,51,40.0,neutral or dissatisfied
13800,Female,disloyal Customer,48,Business travel,Business,1090,2,2,2,4,5,2,3,5,4,5,4,3,5,5,19,2.0,neutral or dissatisfied
13801,Female,Loyal Customer,44,Personal Travel,Eco,802,3,5,2,4,4,5,3,4,4,2,3,4,4,3,2,3.0,neutral or dissatisfied
13802,Male,disloyal Customer,33,Business travel,Business,214,4,4,4,4,4,4,4,4,4,2,3,4,3,4,39,30.0,neutral or dissatisfied
13803,Female,Loyal Customer,36,Business travel,Eco,376,4,5,3,5,4,4,4,4,3,2,3,1,4,4,73,66.0,satisfied
13804,Female,Loyal Customer,11,Personal Travel,Eco,1020,2,4,2,3,5,2,5,5,2,3,4,2,4,5,0,31.0,neutral or dissatisfied
13805,Male,Loyal Customer,32,Business travel,Business,2586,3,3,3,3,5,5,5,5,4,4,3,3,5,5,19,19.0,satisfied
13806,Male,Loyal Customer,62,Business travel,Business,789,4,5,5,5,1,3,3,4,4,4,4,2,4,1,51,48.0,neutral or dissatisfied
13807,Male,Loyal Customer,42,Business travel,Business,3836,3,3,4,3,5,5,4,5,5,4,5,3,5,4,40,36.0,satisfied
13808,Female,Loyal Customer,39,Business travel,Business,3316,4,4,4,4,5,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
13809,Male,Loyal Customer,20,Personal Travel,Eco,304,1,5,1,2,2,1,2,2,5,2,5,5,4,2,73,60.0,neutral or dissatisfied
13810,Female,disloyal Customer,26,Business travel,Business,1218,5,4,4,3,5,4,5,5,3,2,4,5,5,5,0,0.0,satisfied
13811,Female,Loyal Customer,40,Business travel,Business,2063,1,0,0,3,4,4,4,1,1,0,1,3,1,2,0,0.0,neutral or dissatisfied
13812,Male,Loyal Customer,25,Personal Travel,Eco,594,0,5,0,3,3,0,3,3,3,4,2,1,1,3,0,0.0,satisfied
13813,Male,Loyal Customer,39,Business travel,Eco Plus,1074,5,4,4,4,5,5,5,5,5,4,5,3,3,5,0,0.0,satisfied
13814,Male,Loyal Customer,45,Business travel,Business,1937,1,1,4,1,4,5,4,4,4,4,4,4,4,5,1,12.0,satisfied
13815,Female,Loyal Customer,12,Personal Travel,Eco,387,2,4,2,4,4,2,4,4,3,3,5,5,5,4,0,1.0,neutral or dissatisfied
13816,Female,Loyal Customer,42,Personal Travel,Business,101,3,4,3,2,5,3,5,4,4,3,4,5,4,2,0,0.0,neutral or dissatisfied
13817,Female,Loyal Customer,41,Business travel,Business,1657,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
13818,Male,disloyal Customer,26,Business travel,Business,337,5,4,5,3,2,5,2,2,4,3,4,3,4,2,0,0.0,satisfied
13819,Female,Loyal Customer,41,Business travel,Business,1728,5,5,5,5,2,5,4,3,3,2,3,5,3,5,3,0.0,satisfied
13820,Male,Loyal Customer,44,Business travel,Business,2027,3,3,3,3,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
13821,Female,Loyal Customer,54,Personal Travel,Eco,861,4,4,4,3,3,4,5,5,5,4,5,3,5,3,12,54.0,neutral or dissatisfied
13822,Female,Loyal Customer,27,Personal Travel,Eco,447,2,3,2,2,4,2,4,4,1,4,2,4,3,4,0,0.0,neutral or dissatisfied
13823,Male,Loyal Customer,29,Business travel,Business,775,2,1,1,1,2,2,2,2,3,5,3,4,3,2,6,16.0,neutral or dissatisfied
13824,Female,Loyal Customer,59,Business travel,Business,1111,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
13825,Female,Loyal Customer,42,Personal Travel,Eco,802,3,5,3,3,2,5,4,4,4,3,4,2,4,2,12,4.0,neutral or dissatisfied
13826,Male,Loyal Customer,49,Business travel,Eco Plus,334,4,1,1,1,4,4,4,4,1,1,4,4,3,4,0,0.0,neutral or dissatisfied
13827,Male,disloyal Customer,27,Business travel,Eco,308,2,5,2,4,3,2,3,3,5,4,5,1,3,3,11,19.0,neutral or dissatisfied
13828,Female,Loyal Customer,48,Business travel,Business,1011,2,2,3,2,2,4,5,3,3,3,3,3,3,5,0,0.0,satisfied
13829,Male,Loyal Customer,60,Business travel,Business,2853,3,3,3,3,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
13830,Female,Loyal Customer,21,Business travel,Business,2549,5,5,5,5,3,4,3,3,4,2,2,2,1,3,0,11.0,satisfied
13831,Male,Loyal Customer,39,Personal Travel,Eco,1476,4,3,3,1,2,3,1,2,4,2,3,1,5,2,0,2.0,neutral or dissatisfied
13832,Female,Loyal Customer,43,Business travel,Business,3840,3,3,3,3,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
13833,Female,Loyal Customer,12,Personal Travel,Eco,113,4,3,4,1,2,4,2,2,1,1,1,2,4,2,0,0.0,neutral or dissatisfied
13834,Male,Loyal Customer,23,Business travel,Business,2162,3,3,3,3,4,5,4,4,3,4,5,4,4,4,20,16.0,satisfied
13835,Male,Loyal Customer,54,Personal Travel,Eco,181,3,4,0,1,3,0,2,3,5,5,2,2,1,3,0,0.0,neutral or dissatisfied
13836,Male,Loyal Customer,37,Business travel,Business,1763,5,5,5,5,3,4,4,5,5,5,5,4,5,3,21,4.0,satisfied
13837,Female,Loyal Customer,15,Business travel,Business,2581,2,1,1,1,2,2,2,2,4,4,4,4,4,2,17,10.0,neutral or dissatisfied
13838,Male,Loyal Customer,61,Business travel,Eco,991,2,4,4,4,2,2,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
13839,Male,Loyal Customer,70,Personal Travel,Eco,1310,2,4,2,3,2,2,2,2,3,4,3,1,2,2,0,0.0,neutral or dissatisfied
13840,Male,Loyal Customer,51,Personal Travel,Eco,214,3,0,3,1,1,3,1,1,5,4,4,5,4,1,0,0.0,neutral or dissatisfied
13841,Male,Loyal Customer,41,Personal Travel,Eco,1744,2,2,3,3,2,3,2,2,3,3,3,2,2,2,8,2.0,neutral or dissatisfied
13842,Male,Loyal Customer,51,Business travel,Business,3069,5,5,5,5,3,5,5,5,5,5,5,5,5,5,48,79.0,satisfied
13843,Male,disloyal Customer,25,Business travel,Eco,373,4,0,4,1,5,4,2,5,1,1,5,2,3,5,0,0.0,neutral or dissatisfied
13844,Male,disloyal Customer,49,Business travel,Business,281,4,4,4,3,5,4,5,5,5,3,4,3,4,5,21,11.0,satisfied
13845,Male,disloyal Customer,40,Business travel,Eco,160,4,4,4,3,5,4,5,5,2,3,2,3,4,5,0,1.0,neutral or dissatisfied
13846,Male,Loyal Customer,45,Business travel,Business,2926,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
13847,Female,disloyal Customer,27,Business travel,Business,158,2,2,2,3,1,2,1,1,2,1,3,1,4,1,0,10.0,neutral or dissatisfied
13848,Female,Loyal Customer,70,Personal Travel,Eco,907,3,4,3,3,2,4,4,5,5,3,5,3,5,3,31,44.0,neutral or dissatisfied
13849,Female,Loyal Customer,23,Business travel,Eco Plus,488,3,5,5,5,3,3,2,3,2,5,3,2,4,3,0,20.0,neutral or dissatisfied
13850,Female,Loyal Customer,46,Business travel,Business,3957,3,3,3,3,4,5,4,4,4,4,4,5,4,5,18,16.0,satisfied
13851,Female,Loyal Customer,49,Personal Travel,Eco,495,2,4,2,4,5,5,5,1,1,2,1,3,1,3,0,0.0,neutral or dissatisfied
13852,Male,Loyal Customer,46,Business travel,Business,3034,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
13853,Male,Loyal Customer,41,Business travel,Business,883,5,5,1,5,4,5,5,4,4,4,4,5,4,4,10,13.0,satisfied
13854,Female,Loyal Customer,42,Business travel,Business,3919,5,5,5,5,4,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
13855,Female,Loyal Customer,28,Business travel,Business,2133,3,3,3,3,4,5,4,4,4,3,4,4,4,4,58,38.0,satisfied
13856,Female,Loyal Customer,20,Business travel,Business,1055,3,3,3,3,4,4,4,4,5,3,4,4,4,4,2,0.0,satisfied
13857,Male,Loyal Customer,54,Personal Travel,Business,533,5,4,5,4,4,4,5,1,1,5,1,4,1,3,0,0.0,satisfied
13858,Female,Loyal Customer,69,Business travel,Business,1556,3,5,1,5,5,2,3,3,3,3,3,1,3,3,6,0.0,neutral or dissatisfied
13859,Male,disloyal Customer,27,Business travel,Eco,425,3,2,3,3,1,3,5,1,4,1,4,3,4,1,0,0.0,neutral or dissatisfied
13860,Male,Loyal Customer,47,Business travel,Eco,448,4,2,2,2,4,4,4,4,3,4,1,5,3,4,43,46.0,satisfied
13861,Female,Loyal Customer,47,Business travel,Business,404,1,1,1,1,3,5,4,5,5,5,5,3,5,4,0,7.0,satisfied
13862,Female,Loyal Customer,40,Personal Travel,Eco,1005,4,4,4,1,4,4,4,4,3,5,5,5,5,4,0,0.0,neutral or dissatisfied
13863,Female,Loyal Customer,62,Business travel,Eco,424,4,2,2,2,3,3,4,4,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
13864,Male,Loyal Customer,55,Business travel,Business,628,2,2,2,2,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
13865,Male,Loyal Customer,57,Business travel,Business,1744,2,2,2,2,4,4,4,5,5,4,5,3,5,5,54,55.0,satisfied
13866,Female,Loyal Customer,29,Business travel,Business,2855,2,1,1,1,2,2,2,2,2,3,2,3,2,2,0,0.0,neutral or dissatisfied
13867,Male,Loyal Customer,46,Personal Travel,Eco,780,2,4,2,4,5,2,4,5,3,2,4,5,5,5,0,0.0,neutral or dissatisfied
13868,Male,Loyal Customer,28,Business travel,Business,2537,3,4,4,4,3,3,3,3,3,3,3,1,4,3,0,0.0,neutral or dissatisfied
13869,Male,Loyal Customer,59,Business travel,Business,852,4,4,4,4,3,4,4,5,5,5,5,5,5,5,0,14.0,satisfied
13870,Male,Loyal Customer,35,Personal Travel,Eco,214,3,2,0,2,3,0,3,3,2,3,1,1,2,3,0,0.0,neutral or dissatisfied
13871,Male,Loyal Customer,52,Business travel,Business,2430,1,2,1,1,5,4,5,5,5,5,5,4,5,5,13,3.0,satisfied
13872,Male,Loyal Customer,49,Business travel,Eco,125,2,4,4,4,2,2,2,2,1,4,3,2,4,2,0,0.0,neutral or dissatisfied
13873,Male,Loyal Customer,36,Personal Travel,Eco,1749,2,4,2,4,5,2,3,5,2,2,4,1,3,5,23,41.0,neutral or dissatisfied
13874,Male,Loyal Customer,39,Business travel,Business,862,2,3,2,2,3,5,4,4,4,4,4,4,4,3,10,0.0,satisfied
13875,Female,Loyal Customer,40,Business travel,Business,502,5,5,5,5,3,5,5,5,5,5,5,3,5,5,1,0.0,satisfied
13876,Female,Loyal Customer,29,Business travel,Business,402,3,3,3,3,5,5,5,5,4,3,4,4,4,5,0,0.0,satisfied
13877,Female,disloyal Customer,31,Business travel,Eco,1211,2,2,2,3,2,2,2,2,1,1,2,2,3,2,0,0.0,neutral or dissatisfied
13878,Male,Loyal Customer,13,Personal Travel,Eco Plus,1294,4,2,4,2,4,4,4,4,1,2,2,2,3,4,0,0.0,neutral or dissatisfied
13879,Female,Loyal Customer,52,Business travel,Business,2896,4,1,1,1,4,4,3,3,3,3,4,1,3,3,0,0.0,neutral or dissatisfied
13880,Female,Loyal Customer,7,Personal Travel,Eco,883,4,4,4,4,1,4,1,1,2,5,4,4,4,1,1,3.0,neutral or dissatisfied
13881,Male,Loyal Customer,29,Business travel,Business,2184,3,5,3,3,5,5,5,5,5,4,2,4,4,5,4,0.0,satisfied
13882,Male,Loyal Customer,18,Business travel,Business,3932,4,3,4,4,3,3,4,3,3,5,3,3,4,3,0,0.0,neutral or dissatisfied
13883,Female,Loyal Customer,64,Personal Travel,Eco,581,1,5,2,2,4,4,4,4,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
13884,Male,Loyal Customer,21,Business travel,Business,946,1,1,1,1,5,5,5,5,5,4,4,5,5,5,3,0.0,satisfied
13885,Female,Loyal Customer,33,Business travel,Eco Plus,1028,4,3,3,3,4,4,4,4,2,5,5,5,1,4,12,76.0,satisfied
